OTU	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64
Dorea	0.000920561	0.0	0.0	0.0	0.0	8.21e-06	0.0	0.000473918	0.000137835	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.5e-05	0.0	0.0	1.73e-05	0.0	0.0	0.0	0.0	0.0	0.000319318	3.2299999999999986e-05	0.004146919000000001	0.0	0.0	0.0	0.0	6.86e-06	0.0	0.0	0.0	0.0	1.47e-05	0.0	0.0	0.0	0.00014997600000000002	0.00122644	0.0	0.0	0.0	0.0	0.0	0.0	9.32e-06	0.0	0.0	0.0
Lachnospira	0.0	0.0	0.0	0.0	3.6000000000000007e-06	0.0	0.0	0.0	0.000260355	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.25e-05	0.0	0.0	6.94e-05	3.88e-06	0.0	0.0	0.0	0.0	0.000205276	0.0	0.0031842420000000003	0.0	0.0	0.0	1.85e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007162410000000001	7.81e-06	0.0	0.0	0.0	0.0	0.0	9.32e-06	0.0	0.0	0.0
Moryella	0.0	3.68e-05	6.04e-06	0.0	0.0	0.044363931	0.0	5.18e-06	0.014089792	0.000140872	9.9e-06	0.0	0.0	0.0	0.0	5.6299999999999986e-05	0.0	0.002186095	0.00140314	0.0	0.000779937	0.0	0.000962949	1.03e-05	0.0	1.84e-05	0.0	4.19e-06	0.0	0.0	0.0	0.0	2.33e-05	3.66e-06	0.0	7.47e-06	0.000169276	2.93e-05	6.46e-06	0.0	0.0	0.0	3.67e-06	0.0	0.000370495	0.0	0.0	0.000345114	0.02140223	0.001974386	0.00012274	0.000256177	0.0	6.25e-06	1.47e-05	0.0	0.000733063	0.0	1.04e-05	0.0	3.81e-06	0.0	4.75e-05	8.54e-06	2.22e-06
Oribacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.59e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.4e-05	0.0	0.0	0.0	0.000548449	0.0	0.002166635	0.0	3.9e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.47e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.57e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Roseburia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000336663	3.06e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.51e-05	7.4999999999999985e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000397518	0.0	0.012736967	0.0	0.0	1.47e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000441518	0.0	0.0	0.0	0.0	0.0	0.0	1.86e-05	0.0	0.0	0.0
Shuttleworthia	0.0	0.0	6.04e-06	2.04e-05	0.0	0.0	5.67e-05	0.0	0.0	0.0	2.31e-05	5.63e-06	0.000685756	0.0	0.0	0.0	0.0	6.159999999999999e-05	8.77e-05	0.0	0.0	0.0	3.76e-05	0.0	0.0	9.19e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.61e-05	8.46e-05	0.0	0.0	0.0	0.0	0.0	1.83e-05	0.0	6.86e-06	0.0	5.09e-05	0.0	0.045062409000000005	3.24e-05	0.0	0.0	0.0	6.25e-06	0.0	0.0	0.0	0.0	0.0	2.54e-05	0.07204376	0.0	0.0	2.85e-05	1.11e-05
Ruminococcus [putative]	0.000270753	0.0	3.02e-06	0.0	0.0	0.000418683	0.0	0.00032889400000000004	0.000382875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000201657	2.93e-05	0.000202453	0.0	0.0	0.0008846030000000002	0.0	0.0	0.0	0.0	0.0	0.000742903	0.000277911	0.000370261	0.0	0.0	0.0	0.000110825	0.0	0.0	0.001349167	0.0	7.43e-06	0.0	0.0	0.00014232	0.0	0.00014997600000000002	0.001618901	0.0	0.0	0.0	0.0	0.0	0.0	0.000335367	0.0	0.0	2.22e-06
Peptococcus	0.0	0.0	0.0	0.0	2.1600000000000007e-05	0.025569737	0.0	0.0	0.000405847	5.93e-05	0.0	0.000292908	0.0	0.0	0.0	2.81e-05	0.0	0.007481988	0.00017539200000000002	0.0	0.000128209	0.0	4.51e-05	0.000146675	3.9e-05	0.0	0.0	4.19e-06	7.5e-05	0.0006287430000000001	0.0	0.0	0.00025201	9.53e-05	0.000642668	2.24e-05	0.0	0.000540886	3.88e-05	0.0	0.0	0.0	1.47e-05	0.0	0.005406481	0.0	0.0	0.0	0.0029004240000000004	0.0007868080000000001	3.84e-05	2.85e-05	0.0	6.25e-06	0.0	0.0	0.002257833	0.0	0.0	0.000388806	0.0	3.11e-06	2.37e-05	0.0	0.0
Unknown genus (family Peptostreptococcaceae)	0.0	0.0	0.0	0.0	0.0	0.000894831	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000220804	0.0	6.02e-05	1.8e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.23e-05	0.0	0.000195501	0.0	0.0	0.0	0.0	3.67e-06	0.0	0.000439105	0.0	0.0	0.0	0.000207969	0.0	0.0	0.0	0.0	6.25e-05	5.400000000000001e-05	0.0	8.8e-05	0.0	0.0	0.0	3.81e-06	0.0	0.0	0.0	0.0
Filifactor	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000118629	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001502892	0.0	0.00017303	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.170000000000001e-05	0.0	0.0	0.0	0.0	3.3e-05	0.0	0.0	0.0	0.0	1.57e-05	0.00021911	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000205258	0.0	0.0	0.0	1.9e-05	0.0	0.0	0.0	0.0
Peptostreptococcus	0.0	0.0	1.8100000000000006e-05	0.0	0.0	0.074905865	2.8300000000000007e-05	0.00217018	0.00027567	0.0	2.31e-05	0.0	0.0	1.6800000000000002e-05	0.0	2.81e-05	0.0	0.044399286	8.77e-05	0.0	0.000986495	0.0	0.003001693	0.000643314	0.009363272	1.84e-05	0.018845787	0.000251258	0.0	0.048799887	0.0	0.000138761	7.75e-06	3.66e-06	5.01e-05	0.0	0.001269573	0.000123817	0.0	7.41e-05	0.00013016200000000002	8.240000000000001e-05	1.1e-05	0.0	0.057227738	9.16e-05	0.0	0.0	0.033289883	2.36e-05	0.000283836	0.003045656	0.0	6.25e-06	5.89e-05	3.9e-05	0.000201592	3.26e-05	0.0	0.014301291	7.62e-06	4.35e-05	7.120000000000001e-05	3.99e-05	0.0
Unknown genus (family Ruminococcaceae)	0.002057725	3.68e-05	0.0	0.0	3.6000000000000007e-06	2.46e-05	0.0	0.000991861	0.001631047	0.0	0.0	0.0	0.0	0.0	0.0	2.81e-05	6.6e-05	0.0	0.0	0.0	0.0	0.0	0.0	9.01e-05	5.19e-05	0.0	3.67e-05	3.35e-05	6e-05	0.0	2.88e-05	0.000242832	3.1e-05	0.0	2.5e-05	0.0	0.0	0.007295441	0.000374856	0.046949052000000005	0.0	2.75e-05	0.000208949	0.000378651	0.0	0.000412277	0.0	0.0	3.71e-06	0.0	0.0	2.85e-05	8.98e-06	1.25e-05	0.031494981	0.0	3.67e-06	0.0	1.55e-05	0.0	0.0	1.86e-05	0.0	1.99e-05	0.0
Faecalibacterium	0.0	0.0	6.04e-06	0.0	0.0	0.0	0.0	0.0	0.000712147	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.72e-06	0.0	0.0	1.83e-05	3.77e-05	0.0	0.0	0.0	0.000104071	0.0	0.0	0.0	0.0	0.0	0.001655241	0.0	0.026880924	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002413634	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.85e-06	0.0
Oscillospira	0.0	0.0	0.0	0.0	0.0	2.74e-06	0.0	0.000253792	0.000145492	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.86e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6800000000000002e-05	1.5e-05	2.8300000000000007e-05	0.0	3.47e-05	0.0	0.0	0.0	3.74e-06	0.0	0.000997054	0.0	0.001629147	0.0	0.0	1.47e-05	5.5399999999999985e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001143042	0.0	0.0	0.0	0.0	0.0	0.0	6.21e-06	0.0	0.0	0.0
Ruminococcus	0.0	0.0	0.0	0.0	0.0	5.47e-06	0.0	0.000186459	0.000375217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.86e-05	0.0	9.19e-06	0.0	1.26e-05	0.0	0.0	0.0	0.000242832	3.4899999999999995e-05	0.0	0.000116849	0.0	0.0	0.00078852	2.59e-05	0.004665284	0.0	2.75e-05	5.870000000000001e-05	0.00012929600000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000256177	0.0	0.0	0.00838885	7.81e-06	0.0	0.0	0.0	0.0	0.0	4.04e-05	0.0	0.0	0.0
Dialister	0.073374127	0.011002355	4.83e-05	0.001850678	0.0005838109999999999	0.02856619	0.000948928	0.011490562	0.027995804	0.005753518000000001	1.65e-05	0.040032671	0.0007338789999999999	0.000285386	0.009064269	0.060612027	0.0	0.064936265	0.039463299	1.57e-05	0.004316362	0.000217932	9.03e-05	0.003772391	0.011259302	0.001231437	0.009807876	0.000184256	0.004176539	0.058105283	0.003023671	0.000294868	0.008731186	0.00224957	0.046822966	0.016401709	0.000253915	0.007230274	0.014677559	0.010219194	5.69e-05	0.00348834	0.003423829	0.000157002	0.03037372	0.001649107	5.09e-05	0.026244372	0.016128733	0.051416548	0.003099181	0.004212684	0.000368164	0.003849374	2.94e-05	0.000281048	0.00855484	0.000585918	0.000362399	0.019203624	0.008624072	0.000447156	0.00023725900000000005	0.002755566	2.22e-06
Megasphaera	0.0056858180000000005	0.052656756	3.02e-05	0.000276068	0.0	0.0	4.25e-05	0.000119127	0.00012252	7.41e-06	4.620000000000001e-05	9.01e-05	0.000240616	8.39e-06	2.48e-05	5.6299999999999986e-05	0.0	0.0	0.034640007	2.36e-05	0.001752187	1.43e-06	0.001767914	4.120000000000001e-05	5.19e-05	0.00031245400000000004	0.0	0.0	3e-05	0.008082490999999999	0.000230375	1.73e-05	3.88e-06	0.0	0.0	2.61e-05	8.46e-05	0.02455491	0.002365472	0.0014810429999999998	0.0	0.000137336	1.83e-05	0.0	0.000102915	0.0	5.09e-05	0.063689272	0.02865886	0.000129661	0.000475617	0.000313105	8.98e-06	6.25e-06	0.001525691	2.34e-05	0.103332503	0.0	0.0	0.0	0.052102498	1.24e-05	2.37e-05	1.14e-05	2.22e-06
Veillonella	0.0	0.0	6.04e-05	0.0	7.21e-06	0.00025723	0.002606011	0.006062521	2.3e-05	5.19e-05	4.95e-05	1.6899999999999994e-05	4.81e-05	1.6800000000000002e-05	0.000149002	0.0	0.007980653	0.0	0.00017539200000000002	0.0	0.069140146	2.01e-05	0.068113598	0.000208434	0.000402582	0.000762755	0.0	0.000205194	0.00026244	9.43e-06	0.0	0.000589735	7.75e-05	2.93e-05	0.0010266	1.12e-05	0.000507829	3.26e-06	1.94e-05	0.0	1.63e-05	0.015628863	1.83e-05	0.0	6.17e-05	0.008337151	0.000394568	1.57e-05	2.23e-05	3.83e-05	9.97e-05	0.00062621	0.0	0.00067489	4.91e-05	0.000234207	0.005355021999999999	4.88e-05	0.000113897	0.002328608	0.0	8.690000000000001e-05	0.001257474	7.120000000000001e-05	0.000124396
Unknown genus (family Mogibacteriaceae)	0.0	0.000110392	0.0	0.0	0.0	0.002394426	1.42e-05	0.00033407300000000005	0.003361641	5.19e-05	0.0	0.0	0.0	8.39e-06	0.0	0.008634753	0.0	0.0	0.000350785	0.0	0.003621898	0.0	0.000624412	2.57e-06	3.9e-05	9.19e-05	0.0	0.0	0.0	0.003407787	0.0	0.000121416	1.55e-05	0.00013556	0.000125195	0.000268942	0.0	6.52e-05	5.17e-05	0.000148104	0.0	0.0	5.870000000000001e-05	0.0	0.000144081	0.0	0.0	0.0	1.49e-05	0.0007484989999999999	0.0	2.85e-05	0.0	0.0	5.89e-05	0.0	2.93e-05	0.0	0.0	8.45e-06	0.0	0.0	0.0	2.85e-06	0.0
Mogibacterium	0.0	0.0	0.0	0.0	0.0	0.00010125	0.0	0.0	0.000107205	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.829999999999999e-05	0.0	7.52e-06	2.57e-06	0.0	0.0	0.0	0.0	0.0	9.43e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.52e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.71e-06	5.600000000000001e-05	0.0	0.0	8.98e-06	0.0	0.0	0.0	4.4e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Other genus (family Tissierllaceae)	5.42e-05	0.0	0.0	0.0	0.0	6.02e-05	0.0	0.0	0.0	0.000126044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.66e-06	0.0	3.74e-06	0.0	4.89e-05	0.0	0.0	0.0	0.0	4.03e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.002852546	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Unknown genus (family Tissierellaceae)	0.0	0.000110392	3.02e-06	0.0	0.0	0.039917139	0.0	6.22e-05	0.00388235	8.9e-05	3.3e-06	0.0	0.0	0.0	0.0	2.81e-05	0.0	3.08e-05	8.77e-05	0.0	0.000149577	0.0	7.52e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.66e-06	0.000175273	0.000974914	0.0	0.000101009	0.0	0.0	0.0	0.0	0.000241941	0.0	0.000308746	0.0	0.0	0.0	9.28e-05	0.000486229	0.0	0.000483889	0.0	0.0	0.0	0.0	0.00029689	0.0	1.04e-05	0.0	0.0	0.0	0.0	0.0	0.0
1-68	0.000108301	0.0008095380000000001	6.04e-06	1.02e-05	0.000335151	0.001329933	0.00063734	0.017421007	0.042828373	0.000696947	9.9e-06	0.001216696	2.4100000000000006e-05	0.0	0.003576041	0.120745908	8.79e-05	0.000554221	0.019293168	3.9299999999999986e-05	1.07e-05	5.59e-05	1.5e-05	0.000167262	5.19e-05	0.0	0.00036665	6.7e-05	0.002384452	0.035369937000000004	0.001497437	0.0	0.002066484	0.001656036	0.008947276	0.022333368	8.46e-05	0.001205589	0.000284374	0.0	0.0	0.000192271	0.005758924	0.00020317900000000005	0.002147498	4.58e-05	0.0	6.27e-05	0.000631334	0.013163556000000002	0.00018411	0.00216327	8.53e-05	0.001549748	1.47e-05	1.56e-05	0.004229770999999999	0.0	2.07e-05	0.0004141630000000001	0.0	6.21e-06	0.00180317	0.001611209	0.0
Anaerococcus	0.090485731	0.0043052690000000005	8.75e-05	0.020459704	0.001246905	0.110482935	0.007888848	0.032402504	0.137788975	0.019558996	0.0002376	0.175040838	0.000120308	0.00054559	0.015496176	0.167041683	0.002154556	0.177166082	0.021485574	3.9299999999999986e-05	6.77e-05	0.000500384	0.00024826	0.008388808000000001	0.02498604	0.003584032	0.006636357	0.0008584660000000001	0.018010858	0.060815165	0.00670967	0.091148769	0.001702039	0.041038173	0.07663609099999999	0.217532759	0.000423191	0.001375023	0.004420718	0.055687204	0.000374215	0.004202489	0.033395163	0.006492487	0.146407229	0.14512139300000002	0.000241832	0.000125496	0.002673886	0.202239013	0.0066663090000000005	0.017334624	0.00046245	0.005986526999999999	0.000206042	0.00030446900000000003	0.042785198	0.000113929	0.001449598	0.020074211	0.00034283	0.000322946	0.002087881	0.000896698	3.55e-05
Finegoldia	0.150701251	0.022630262	0.0007362860000000001	0.042494019	0.005625489	0.000268176	0.016471688	0.05454715	0.004870167	0.0228732	0.0003894	0.002878387	0.000384986	0.0027111640000000003	0.066802424	0.027029308	0.003495658	0.045476938	0.071647812	7.08e-05	4.99e-05	2.44e-05	0.000180553	0.009557066	0.009947664	0.01100941	0.096502163	0.002889471	0.031927657000000005	0.07422625299999999	0.008552669	0.224654398	0.006439832	0.015186432	0.001635883	0.00018303	0.022090563	0.000524594	0.072747954	0.306279621	0.000927402	0.05743401	0.006942968000000001	0.003888104	0.037275902	0.270087036	0.000165464	0.000345114	0.0033089340000000004	0.01637267	0.010241107	0.022515086	0.000480409	0.002118406	0.001118513	0.0006870060000000001	0.006135734	8.14e-05	0.001889655	0.033002002999999995	0.000259027	0.000403683	0.001352377	0.001699455	0.00022657900000000005
Gallicola	0.0	7.36e-05	0.0	0.001881352	0.0	0.005297839	0.0	1.55e-05	0.009656102	0.001601495	6.6e-06	0.0	0.0	0.0	0.000124168	0.0	0.000549632	0.0004926409999999999	0.00070157	0.0	0.0	0.000526191	2.26e-05	0.000185274	3.9e-05	0.0	3.67e-05	1.26e-05	2.25e-05	3.14e-06	0.0	0.0	3.88e-06	0.001615734	0.000717785	0.005094951	0.0	0.000928629	0.0	0.0	0.0	0.0	0.00195019	0.000175473	0.000246997	0.0	0.0	0.0	0.000103984	0.012583027	7.67e-06	0.000597746	0.0	0.001124817	0.0	0.0	0.000142947	0.0	0.0	0.0	3.81e-06	1.24e-05	0.000166081	0.00025619900000000003	0.0
Helcococcus	5.42e-05	3.68e-05	0.0	0.000235169	0.0	0.000812737	0.0	7.77e-06	0.007159758	0.000830405	0.0	0.0	0.0	0.0	7.45e-05	0.0	0.0	6.159999999999999e-05	0.0	0.0	1.07e-05	6.6e-05	7.52e-06	0.000241886	0.001662273	0.0	0.0	2.09e-05	0.000427402	0.0	0.000115187	0.000450974	3.88e-06	0.0015021560000000002	0.00127699	0.009394283	0.0	0.00082762	5.820000000000001e-05	0.000962678	0.0	0.0	0.001217036	0.000138531	0.000514576	0.0	0.000814591	0.0	3.71e-06	0.001753373	0.0	0.007799156999999998	4.49e-06	0.000137478	4.91e-06	7.81e-06	0.000186931	0.0	2.07e-05	0.000316961	7.62e-06	0.0	0.000379615	0.000725898	0.0
Parvimonas	0.000162452	0.015197233	9.05e-06	0.0	0.0	0.031699468	1.42e-05	7.77e-06	0.0	0.0	1.98e-05	0.0	0.0	0.0	2.48e-05	2.81e-05	4.4e-05	0.0	8.77e-05	0.0	0.010246018	1.43e-06	8.28e-05	0.0	0.000220771	0.0	3.67e-05	4.19e-06	0.0	0.000430689	0.0	0.0	0.0	0.0	1.67e-05	1.12e-05	0.0	0.000707061	8.4e-05	0.0	0.0	0.0	9.53e-05	0.0	0.001852474	0.0	1.27e-05	0.007686636	0.022033565	4.13e-05	0.0	0.0	0.0	0.0	1.96e-05	0.0	7.33e-06	0.001871684	0.0	0.0	0.005237676	0.0	0.0	4.55e-05	0.0
Peptoniphilus	0.164401365	0.013578157	0.000310809	0.009907773	0.002619943	0.08632522599999999	0.009772541	0.026749158	0.11603403	0.016689651	0.0001056	0.041795753	7.219999999999999e-05	0.002014488	0.029154664	0.07096248	0.001011322	0.099390357	0.063930545	2.36e-05	5.7e-05	0.0013420029999999998	0.000105323	0.007624552	0.072269912	0.004650051	0.013236049	0.000917093	0.022059926	0.090777912	0.014081668	0.073179193	0.021882245	0.019909065	0.071528131	0.050572248	0.000761744	0.005480540999999999	0.014431964	0.038359005	0.000122027	0.036119428	0.016972513999999998	0.002096436	0.069159045	0.17645442100000006	0.000140008	0.005192401	0.02351163	0.116020227	0.006973158	0.016309917	0.00044449	0.006111507	0.0006034090000000001	0.00047622	0.023963816	0.000390612	0.001465129	0.016680613	0.002917862	0.000294999	0.003416532	0.003888536	4.44e-06
WAL_1855D	0.000162452	0.00051516	0.0	7.159999999999999e-05	0.000147755	0.066712822	5.67e-05	2.33e-05	0.010398879	0.002891588	1.98e-05	0.0	0.0	8.39e-06	0.00233436	0.000112505	0.0	0.074419607	0.012365167	7.859999999999999e-05	0.0	0.0	4.51e-05	9.52e-05	1.3e-05	0.0	0.00012832700000000002	0.000117254	0.000944783	0.007711533	0.004348327	0.000485664	0.01584563	1.47e-05	0.000617629	0.003828684	0.003385527	0.001375023	8.4e-05	0.0	0.0	2.75e-05	0.001173046	0.0	0.003348176	0.00032066	0.0	0.000125496	0.00336464	0.022578725	0.000966576	0.002561767	9.43e-05	0.001468511	4.91e-06	0.000265434	0.005395341	0.0	5.18e-06	0.003799309	4.57e-05	1.24e-05	0.000616874	0.0022175470000000003	2.22e-06
ph2	0.0	0.0	6.04e-06	0.0	7.209999999999999e-05	0.001080912	0.0	0.00027451	0.00049008	8.9e-05	0.0	8.45e-05	0.0	0.0	0.000248336	0.00388142	0.0	0.0	8.77e-05	3.9299999999999986e-05	0.0	0.0	1.5e-05	5.15e-06	0.0	0.0	3.67e-05	1.6800000000000002e-05	1.5e-05	0.000106886	0.00138225	0.0	0.001608989	4.4e-05	0.000667707	0.000982384	0.0	0.00016617599999999998	0.0	7.41e-05	0.0	0.0	0.000150297	0.0	0.000397939	0.0	0.0	0.0	0.000181973	0.002354529	0.0	0.000683138	3.59e-05	0.001349781	0.0	0.0	0.00398786	0.0	9.84e-05	5.07e-05	0.0	0.0	0.0	0.000108173	0.0
Unknown genus (family Erysipelotrichaceae)	0.0	0.0	0.0	0.0	0.0	0.00868561	0.0	0.0	2.3e-05	0.0	3.3e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.47e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001406991	0.0	0.0	0.0	0.0	0.0	4.58e-05	0.000292744	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000470953	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bulleidia	0.0	0.0006623489999999999	0.0	0.0	0.0	0.0	0.0	2.59e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000438481	0.0	0.001442349	0.0	0.000932857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.2e-05	0.0	7.33e-06	0.0	7.47e-06	0.0	3.26e-06	0.052040381	0.0	0.0	0.0	0.0	0.0	3.43e-05	0.0	0.0	0.0	7.8e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.55e-05	0.0	0.000308547	9.32e-06	0.0	0.0	2.22e-06
Eubacterium [putative]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.84e-05	7.66e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000329985	0.0	1.5e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001629174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.91e-05	0.0	7.33e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fusobacterium	0.008609953	0.0	3.02e-06	0.0	0.0	0.0	1.42e-05	0.000264151	0.002044551	0.000200187	6.6e-06	5.07e-05	1.2e-05	0.0	0.000695341	0.096951117	2.2e-05	0.000554221	0.0	0.0	0.047878857	1.43e-06	0.022666917	0.000146675	0.001844084	5.51e-05	3.67e-05	0.0	7.4999999999999985e-06	0.006626951	0.0	1.73e-05	0.0	0.000619181	0.00143557	6.720000000000001e-05	0.00186204	6.52e-05	6.46e-06	0.010515403	0.0	5.4899999999999986e-05	7.33e-06	0.0	0.0022778570000000003	0.0	0.0	0.0	0.001132688	0.001152216	0.000513973	0.001878629	0.0	0.000131229	0.000152079	7.81e-06	3.67e-06	0.0	2.07e-05	0.003292171	0.00024379	3.11e-06	2.37e-05	0.000444079	0.000242128
Leptotrichia	0.0	0.0	3.02e-06	0.0	0.0	0.0	0.0	2.59e-05	7.66e-06	0.0	3.3e-06	1.6899999999999994e-05	0.0	0.0	2.48e-05	0.0	0.0	0.0	0.0	0.0	0.007268726	0.0	0.025615949	0.0	1.3e-05	0.000183797	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.66e-06	0.0	3.74e-06	0.000253915	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.89e-06	7.67e-06	2.85e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.11e-06	0.0	0.0	0.0
Sneathia	5.42e-05	0.03580365	3.620000000000001e-05	0.0	0.0	2.74e-06	0.000169957	0.0	0.0	2.22e-05	4.620000000000001e-05	2.82e-05	0.0	1.6800000000000002e-05	2.48e-05	2.81e-05	0.0	3.08e-05	0.000613874	7.86e-06	3.56e-06	0.0	0.000203122	2.57e-06	2.6e-05	9.19e-06	0.0	2.09e-05	5.25e-05	0.0	0.0	6.94e-05	0.07713065	7.33e-06	8.35e-06	2.99e-05	0.000169276	0.0	0.0	7.41e-05	0.0	8.240000000000001e-05	2.93e-05	0.0	0.034730465	0.0	2.55e-05	0.137590789	0.051305190999999986	5.3e-05	3.07e-05	0.0	0.0	6.25e-06	1.96e-05	0.0	0.048440776	0.004378113	0.0	4.23e-06	0.072036142	0.0	4.75e-05	1.14e-05	8.89e-06
Unknown genus (family Caulobacteraceae)	0.0	0.0	0.0	5.11e-05	0.0	0.0	0.0	0.0	0.0	7.41e-06	0.0	0.0	0.0001564	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.5e-05	0.0	0.0	0.0	0.0	0.0	0.000222156	0.0	2.75e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.25e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Agrobacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.000453219	0.0	0.0	4.45e-05	3.63e-05	0.0	0.0	0.0	0.000149002	2.81e-05	0.0	0.0	0.0	7.86e-06	0.0	0.0	0.0	0.0	0.000116879	0.000294074	1.83e-05	0.0	0.0	0.0	0.0	1.73e-05	1.16e-05	0.0	0.0	0.0	0.000169276	0.0	8.4e-05	0.0	0.0	0.000164803	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.04e-05	0.0	0.0	0.0	0.0	5.69e-05	0.0
