OTU	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64
Slackia	0.0	0.0	0.0	0.0	1.0800000000000003e-05	0.0017075679999999998	0.0	9.32e-05	0.002289591	7.41e-06	0.0	0.0	0.0	0.0	0.000173835	0.0	0.0	0.0	0.0	0.0	0.000324083	1.43e-06	1.5e-05	0.000192994	0.0	0.0	0.0	0.0	0.0	0.00014146700000000002	0.0	0.0	0.0	3.66e-06	2.5e-05	1.87e-05	0.0	7.82e-05	8.4e-05	0.0008145730000000001	0.0	0.0	0.0	0.0	0.000288163	0.0	0.0	0.0	7.43e-06	6.78e-05	0.0	0.0	0.0	3.75e-05	0.0	0.0	1.47e-05	0.0	0.0	0.0	0.0	0.0	4.75e-05	0.0	0.0
Unknown genus (order Bacteroidales)	0.0	0.0007359430000000001	0.0	0.0	0.0	0.000519933	0.0	0.000100999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2e-05	0.0	0.0	0.0	0.000548449	0.0	0.000135415	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000169276	3.26e-05	0.0	0.0	0.0	0.0	1.47e-05	0.0	0.0	0.0	0.0	0.000125496	0.006023671	2.95e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.000106294	0.0	0.0	0.0	0.001154193	0.0	0.0	0.0	0.0
Bacteroides	0.000649808	0.0	6.04e-06	0.0	0.0	2.19e-05	0.0	0.016501659	0.001171597	0.0	9.9e-06	0.0	0.0	0.0	0.0	0.000112505	2.2e-05	0.0	0.0	6.29e-05	0.0	1e-05	0.0	0.0	2.6e-05	0.0	0.000238322	1.26e-05	0.000397409	0.0	0.0	0.000138761	3.88e-06	3.66e-06	2.5e-05	7.47e-06	0.0	0.002411177	6.46e-06	0.000296209	0.0	0.0	0.0	4.620000000000001e-05	0.0	0.000458085	0.0	0.0	7.43e-06	0.0	0.0	0.000512353	4.49e-06	6.25e-06	0.018681135	7.81e-06	0.0	0.0	1.04e-05	0.0	0.0	0.000152157	2.37e-05	2.85e-06	0.0
Parabacteroides	0.000487356	0.0	0.0	0.0	0.0	0.0	0.0	0.000354791	1.53e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.86e-06	0.0	0.0	0.0	0.0	0.0	0.0	3.67e-05	0.0	1.5e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00031606	0.0	0.0008145730000000001	0.0	0.0	0.0	0.00024012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00014232	0.0	0.0	0.0008830369999999998	0.0	0.0	0.0	0.0	0.0	0.0	3.11e-06	0.0	0.0	0.0
Porphyromonas	0.000379055	3.68e-05	3.92e-05	0.0008077539999999999	0.000428849	0.170713019	1.42e-05	0.003635959	0.018393304	0.000541246	5.6100000000000015e-05	0.001143469	0.0	8.39e-06	0.000447005	0.184198684	2.2e-05	0.037440729	0.007541875	0.0	0.095871677	0.002068921	0.043821704	0.000385988	0.001844084	2.7600000000000007e-05	0.000109995	4.61e-05	0.0007798210000000001	0.002241469	0.000345562	1.73e-05	0.001884261	0.001564441	0.001744385	0.02291234	0.002285231	0.004359669	2.59e-05	0.001999408	0.0	2.75e-05	0.001777898	6.459999999999997e-05	0.00573581	0.001420064	6.36e-05	0.00378057	0.065049708	0.0274587	0.000260822	0.000939315	8.98e-06	0.001930936	2.94e-05	9.37e-05	0.00468427	0.0	0.000170845	0.000714219	0.000129513	1.24e-05	0.000189807	6.55e-05	0.0
Prevotella	0.215627877	0.023219017	0.00048281	0.000705507	0.003874055	0.129704022	0.003554939000000001	0.008559005	0.124296468	0.010491273	0.0002772	0.397853884	0.001299326	0.000394504	0.012491308	0.144175058	0.000241838	0.233573496	0.026396562	0.000141566	0.100618964	0.0005591680000000001	0.087131841	0.015876978	0.09164578	0.005660932	0.08735425699999999	0.000276384	0.012229687	0.072905893	0.019841041	0.000433629	0.086009165	0.067248966	0.31348852	0.092691509	0.018112569	0.05674087	0.061140338	0.003998815	0.000341675	0.709698684	0.015850789	0.0014222520000000002	0.141000748	0.0005038940000000001	7.64e-05	0.053477026	0.300236565	0.174930602	0.009090421	0.010104748	0.000417552	0.007811231	0.000554351	0.000640165	0.145065756	0.000846327	0.00213298	0.02708962	0.102715592	0.00034157800000000004	0.000355889	0.002493673	0.001132893
Unknown genus (family Rikenellaceae)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.890000000000001e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.57e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.25e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000244376	0.0	0.0	0.0	0.0	7.33e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00109889	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.37e-05	0.0	0.0
Unknown genus (family S24-7)	0.0	0.0	6.04e-06	0.0	0.0	0.053553055	0.0	0.0	0.006539501	0.0	1.98e-05	0.0	0.0	0.0	0.0	5.6299999999999986e-05	0.0	0.0	0.000263089	0.0	0.0	0.0	2.26e-05	0.0	0.0	9.19e-06	0.0	8.38e-06	0.0	0.002870212	0.0	0.0	3.88e-06	0.000142888	0.0	0.0	0.0	0.0	0.0	0.00103673	0.0	5.4899999999999986e-05	0.0	0.0	0.002126915	0.0	0.0	0.000533358	0.016035888999999998	4.42e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.007103376	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Prevotella [putative]	0.0	0.0	3.02e-06	0.0	0.0	0.0	0.0	7.77e-06	3.06e-05	7.41e-06	0.0	0.0	0.000360924	0.0	0.0	0.000365641	0.0	0.0	8.77e-05	0.0	0.06446052599999999	2.87e-06	0.022305812	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1e-05	0.0	1.87e-05	0.000338553	0.000439877	2.59e-05	0.0	0.0	0.0	0.0	0.0	6.86e-06	0.0	0.0	9.41e-05	7.43e-06	8.84e-06	0.0	0.000284641	0.0	0.000231212	0.0	0.0	3.67e-06	0.0	3.620000000000001e-05	0.0	7.62e-06	0.0	0.0	0.0	2.22e-06
Capnocytophaga	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.59e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.81e-05	0.0	0.0	0.0	0.0	0.00801661	0.0	0.002685725	0.0	0.000168825	5.51e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.46e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Other genus (order Bacillales)	5.42e-05	0.0	3.02e-06	0.0	0.0	0.0	0.0	2.59e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.85e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.52e-06	0.0	7.41e-05	0.0	0.0	3.67e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.67e-06	0.0	0.0	4.23e-06	3.81e-06	3.11e-06	0.0	0.0	0.0
Other genus (family Planococcaceae)	0.0	0.0	9.05e-06	0.0	0.0	2.74e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.81e-05	0.0	0.0	0.0	0.0	0.0	0.0	7.52e-06	0.0	0.0	9.19e-06	1.83e-05	0.0	0.0	0.0	0.0	1.73e-05	0.0	0.0	0.0	0.0	0.0	3.26e-06	0.0	0.0	0.0	2.75e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Unknown genus (family Planococcaceae)	0.000162452	0.0	1.8100000000000006e-05	0.0	0.0	0.0	4.25e-05	0.0	0.0	0.0	0.0	0.0	1.2e-05	8.39e-06	0.0	0.0	0.0	0.0	0.0	0.0	1.07e-05	0.0	0.0	0.0	0.0	0.0	0.0	4.19e-06	2.25e-05	0.0	0.0	1.73e-05	0.0	0.0	3.34e-05	0.0	0.0	3.26e-06	6.46e-06	0.000148104	0.0	0.000109869	3.67e-06	1.85e-05	6.86e-06	4.58e-05	0.0	0.0	0.0	2.95e-06	0.0	0.0	0.0	0.0	4.91e-06	0.0	0.0	0.0	5.18e-06	4.23e-06	0.0	0.0	0.0	0.0	0.0
Lysinibacillus	0.000216603	0.0	0.0	0.0	0.0	0.0	0.0	2.33e-05	1.53e-05	1.4800000000000002e-05	0.0	0.0	0.0	1.6800000000000002e-05	0.0	0.0	0.00028580900000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000155838	3.68e-05	0.0	0.0	0.0	5.6600000000000014e-05	0.0	1.73e-05	0.0	3.66e-05	0.0	0.0	0.0	0.0	0.0	0.000222156	0.0	8.240000000000001e-05	0.0	0.0	4.120000000000001e-05	0.0	0.000114552	0.0	0.0	0.0	0.0	0.0	4.49e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.22e-06
Jeotgalicoccus	0.0	0.0	3.02e-06	0.0	0.0	0.0	0.0	0.0	9.19e-05	0.000259501	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.43e-05	0.000108502	0.0	0.0	0.000641895	0.0	0.0	0.0	0.0	4.77e-05	0.0	0.000397939	0.0	0.0	0.0	0.0	2.95e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000791371	0.0
Staphylococcus	0.015432934	0.0	0.001267377	0.000276068	3.6000000000000007e-06	1.64e-05	0.007194856	0.000593045	0.0	3.71e-05	6.929999999999999e-05	0.000326705	0.002382098	0.000377716	0.000844343	0.000646903	0.000461691	0.000985282	0.0	7.86e-06	2.14e-05	2.87e-06	0.00015798399999999998	0.000293351	0.000129865	0.000845464	0.000494977	0.000376888	0.004296512	0.000477845	0.000143984	0.004058765	0.000418725	0.00017952599999999995	0.001343761	4.86e-05	0.001438849	2.61e-05	0.000329615	0.046208531	0.002603235	0.018210784	0.00016496	0.003583336	0.000713546	0.001969766	0.000547304	9.41e-05	1.86e-05	0.000229854	0.000230137	0.00153706	0.000170612	1.87e-05	0.000103021	0.000163945	1.47e-05	4.88e-05	0.000119074	0.002404679	1.52e-05	0.000118	0.000189807	2.85e-06	0.0
Unknown genus (family Gemellaceae)	0.0	0.0	2.11e-05	0.0	0.0	0.0	0.0	3.11e-05	0.0	0.0	0.0	1.6899999999999994e-05	0.0	0.0	0.0	0.001181302	0.00246235	0.0	8.77e-05	0.0	0.019217072	0.0	0.056640963	0.0	0.000311676	1.84e-05	0.0	4.19e-06	1.5e-05	0.0	0.0	0.001162125	2.33e-05	0.00028944	0.0	7.47e-06	0.000423191	9.78e-06	6.46e-06	0.0	4.07e-05	0.0	0.0	2.77e-05	1.3699999999999998e-05	0.0	0.0	7.840000000000001e-05	7.43e-06	1.77e-05	0.0	0.00014232	0.0	0.00043118	0.0	0.0	1.1e-05	0.0	1.04e-05	0.0	3.81e-06	0.0	2.37e-05	0.0	0.0
Gemella	0.0	0.009935237	0.0	0.0	0.0	1.09e-05	2.8300000000000007e-05	0.0	0.0	0.0	0.0	5.63e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004665375	1.43e-06	0.000398721	0.0	0.0	0.0	0.0	2.09e-05	0.0	0.0	0.0	0.0006591160000000001	0.046552112	1.47e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.67e-06	0.0	0.000596908	0.0	0.0	0.003341334	0.000820735	8.84e-06	0.0	0.0	0.0	6.25e-06	9.81e-06	0.0	0.0	0.00253898	5.18e-06	0.0	0.001912228	6.21e-06	0.0	0.0	0.0
Other genus (order Lactobacillales)	0.0	0.0	0.0	0.0	3.6000000000000007e-06	0.0	0.0	0.0	3.06e-05	7.41e-06	0.0	5.63e-06	0.0	0.0	0.0	2.81e-05	0.0	0.0	0.0	0.0	0.002311319	0.0	0.001278917	0.0	0.0	3.68e-05	0.0	0.0	1.5e-05	0.0	0.0	0.0	7.75e-06	7.33e-06	0.0	1.12e-05	0.0	1.96e-05	0.0	0.0	0.0	0.0	7.33e-06	0.0	0.0	0.0	1.27e-05	0.0	3.71e-06	8.84e-06	0.0	0.0	4.49e-06	0.0	0.0	0.0	0.0	1.63e-05	0.0	0.0	3.81e-06	0.0	0.0	7.69e-05	0.0
Unknown genus (order Lactobacillales)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2e-05	0.0	8.77e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.88e-06	0.0	0.0	3.74e-06	0.0	6.52e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.14e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.45e-06	3.81e-06	0.0	0.0	2.85e-06	0.0
Other genus (family Aerococcaceae)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001026104	0.0	0.0	1.13e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000142454	0.0	1.5e-05	0.0	0.0	0.0	0.0	0.0	7.4999999999999985e-06	0.0	0.0	0.0	0.0	7.33e-06	0.0	2.61e-05	0.0	9.78e-06	0.0	0.0	0.0	0.0	3.67e-06	0.0	0.0	9.16e-05	0.0	0.0	0.0	5.01e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Aerococcus	0.003465641	0.0065131	3.02e-06	0.0	1.0800000000000003e-05	1.09e-05	0.000495709	1.04e-05	0.0	0.000593146	0.0	0.01778291	0.006821463000000001	7.55e-05	0.0	0.0	0.000241838	0.005573003000000001	0.0	8.65e-05	0.0	0.000351272	8.28e-05	1.29e-05	6.49e-05	0.0	3.67e-05	4.19e-06	1.5e-05	1.26e-05	2.88e-05	0.0	0.02507696	0.002604959	0.001602497	0.004624303	8.46e-05	0.016021297	0.0	7.41e-05	1.63e-05	0.0	0.000986092	9.24e-06	0.003560868	0.004214384	0.000483664	0.02567964	0.000111412	1.18e-05	3.07e-05	0.0	0.0	0.0	0.003095535	0.0	0.001605407	0.003027245	1.04e-05	1.27e-05	0.005283387	6.21e-06	0.000735503	8.54e-06	4.44e-06
Facklamia	0.037905453	0.000294377	6.04e-06	0.003629783	6.13e-05	3.28e-05	0.0007364810000000001	1.55e-05	0.026004855	0.004396695999999999	3.3e-06	0.002303836	0.0	0.0007470389999999999	0.005885567	0.000253136	0.000263823	0.00406429	0.012891344	0.0	1.07e-05	1.7199999999999998e-05	7.52e-06	0.000404001	0.001311637	0.000110278	0.0016132579999999998	1.26e-05	0.004064065	0.000144611	0.000979093	0.0	2.33e-05	0.003564873	0.004114745	0.007500486	0.0	0.000948179	0.000491191	0.005479858000000001	0.0	0.000164803	0.004266956	0.000942011	0.000288163	0.035043518	0.001094607	3.14e-05	1.86e-05	0.007084215	0.000115069	0.010446317	4.49e-06	0.000168723	3.92e-05	0.0	3.3e-05	0.0	2.59e-05	0.000633922	1.52e-05	4.04e-05	0.00011863	0.000979251	0.0
Other genus (family Carnobacteriaceae)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.66e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.52e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.74e-06	0.0	4.89e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.33e-06	0.0	0.0	4.23e-06	3.81e-06	0.0	0.0	0.0	0.0
Granulicatella	0.0	0.0	9.05e-06	0.0	3.6000000000000007e-06	0.0	0.0	1.04e-05	7.66e-06	3.71e-05	4.29e-05	5.63e-06	0.0	0.0	0.002781365	0.0	0.001143234	0.0	0.000350785	0.0	0.012664178	0.0	0.039202558	0.0	0.000207784	0.0	0.0	4.19e-06	2.25e-05	0.0	0.0	0.0	3.88e-06	1.1e-05	0.0	3.74e-06	0.002285231	6.52e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000229043	1.27e-05	6.27e-05	1.86e-05	0.0	0.0	0.0006546740000000001	0.0	0.00036869	0.0	0.0	0.0	0.0	1.55e-05	0.0	0.0	0.0	0.0	2.85e-06	0.0
Other genus (family Enterococcaceae)	0.0	0.0	0.0	3.07e-05	0.0	0.0	0.000722318	0.000308176	0.0	7.41e-06	0.0	5.63e-06	0.0	0.0	0.0	5.6299999999999986e-05	0.01017918	0.000246321	0.0016662279999999998	7.86e-06	2.14e-05	2.44e-05	0.0	3.6e-05	0.0	4.59e-05	0.000439979	0.0	0.00047989	2.2e-05	2.88e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00034900400000000004	0.014440166	0.000634538	0.001455764	0.0	0.0	6.86e-06	0.004351809	0.000496392	0.0	0.0	0.0	0.0	0.000113856	0.0	0.0	9.81e-06	0.0	0.0	0.0	0.0	0.0014242120000000002	0.0	2.79e-05	0.000166081	0.0	0.0
Enterococcus	0.000595657	0.0	0.0	0.0	0.0	0.0	2.8300000000000007e-05	0.001380318	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.6e-05	0.0	0.0	0.0	1.7800000000000002e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00017595099999999998	6.46e-06	0.0006664689999999999	1.63e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.23e-06	0.0	0.0	0.0	0.0	0.0
Lactobacillus	0.031299074	0.08018104200000001	0.056781525	0.808981411	0.981022534	0.000927669	0.85226468	0.339620296	0.002465714	0.5659281999999999	0.996594397	0.110139131	0.228200192	0.977689551	0.785536903	0.001771953	0.106452677	0.004772461	0.451460142	0.996799031	0.009341434	0.000715448	0.209426368	0.914902487	0.637286859	0.960805396	0.001191611	0.991457215	0.828746888	0.004888477	0.930858723	0.00114478	0.157362965	0.226224715	0.117666697	0.321504878	0.017774016	0.110888095	0.01450952	0.015995261	0.99284924	0.057104403	0.890987338	0.88914748	0.34397705700000003	0.006688044000000001	0.973207581	0.029726889	0.000493926	0.001340814	0.951256933	0.8205909140000001	0.995577546	0.065364378	0.415988854	0.994410268	0.201134048	0.794700693	0.982780847	0.8331135740000001	0.297191463	0.874392535	0.97686723	0.969418342	0.975207419
Unknown genus (family Streptococcaceae)	0.0	0.0	0.0	0.0	3.6000000000000007e-06	0.0	0.0	2.33e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.26e-05	0.0	0.0	2.57e-06	0.0	9.19e-06	0.0	0.0	7.4999999999999985e-06	0.0	0.0	0.0	0.0	0.0	4.17e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.95e-06	0.0	0.0	0.0	0.0	4.91e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.37e-05	0.0	0.0
Streptococcus	0.05875345200000001	0.002391816	0.000479793	0.015643852	3.6000000000000007e-06	0.001163007	0.00287511	0.0007354789999999999	0.001454924	0.003625606	0.0001254	0.01353574	0.001588065	0.00177107	0.005215059	0.004893964000000001	0.842255689	0.001385553	0.005261773000000001	2.36e-05	0.14535314400000002	0.000227968	0.271265751	8.23e-05	0.097385816	0.00155308	0.5772713939999999	0.0004020130000000001	0.001064755	0.032993288	0.000143984	0.140339618	0.000860712	0.466082413	0.013003597	8.22e-05	0.01159543	0.006562313	0.228455463	0.028361967	0.000203378	0.07888592900000001	8.43e-05	0.08241672	0.045804145	0.17196518600000002	0.0022401260000000003	0.000282366	0.000100271	0.008560584	0.002309044	0.010417853	4.49e-06	0.000899854	0.000510199	9.37e-05	5.13e-05	0.000162755	0.000377931	0.005819408000000001	0.000125704	0.000145947	0.001874348	0.000498165	0.000888543
Other genus (order Clostridiales)	0.0	0.0	0.0	0.0	0.0	8.209999999999999e-05	0.0	2.07e-05	5.36e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.77e-05	0.0	0.000206559	0.0	0.0	0.0	0.0	0.0	1.83e-05	0.0	7.4999999999999985e-06	0.0	0.0	0.0	0.0	0.0	0.0	7.47e-06	0.0	0.000547402	0.000116335	0.0	0.0	0.0	0.0	0.0	6.86e-06	0.0	0.0	0.0	1.49e-05	5.89e-06	0.0	0.0	0.0	0.0	0.001339273	0.0	1.47e-05	0.0	0.0	0.0	1.52e-05	0.0	0.0	0.0	0.0
Unknown genus (order Clostridiales)	0.001083013	0.0	3.02e-06	2.04e-05	0.000317132	0.005139123	0.0	0.001323344	0.001585102	0.00017053	1.65e-05	0.002472821	0.0	5.88e-05	0.000819509	0.0	2.2e-05	0.00437219	0.0	0.0	0.000388188	1.43e-06	0.003264999	9.01e-05	0.005298495	0.000431922	0.004033145	7.120000000000001e-05	4.5e-05	0.001556139	0.0	0.000225487	9.3e-05	1.1e-05	0.0	0.00080309	8.46e-05	0.005151448	0.002417176	0.03887737	0.0	0.0	0.002074826	0.000554124	0.002771851	0.0	1.27e-05	9.41e-05	0.002506768	0.0017386379999999998	0.000329863	0.00014232	0.0	0.001574744	0.002747226	0.0	0.001741024	0.0	5.18e-06	0.0007015410000000001	3.05e-05	4.9700000000000015e-05	0.0	0.000150873	3.33e-05
Unknown genus (family Clostridiaceae)	0.0	0.0	0.0	0.0	0.0	7.390000000000001e-05	0.0	0.000186459	7.66e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.12e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.73e-05	0.0	0.0	0.0	0.0	0.0	0.000309543	0.0	0.0	0.0	2.75e-05	0.0	0.0	0.0	0.0	0.000101824	0.0	0.0	0.0	7.67e-06	0.0	0.0	1.87e-05	0.0008781310000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.89e-06
Clostridium	0.000433205	0.041433618	1.21e-05	0.000685058	7.21e-06	0.016284835	0.00186953	0.000339253	0.001753566	0.001223364	0.0004257	0.000140821	0.0	2.52e-05	9.93e-05	0.000337515	0.000241838	0.003540858	8.77e-05	0.0	2.49e-05	7.17e-06	0.00128644	0.000360256	0.000129865	0.003436995	0.0	8.38e-06	0.000539876	1.57e-05	2.88e-05	1.73e-05	0.002582136	0.002729528	0.001126756	0.092388949	8.46e-05	0.000576728	2.59e-05	0.0005924169999999999	0.0	2.75e-05	0.000821132	0.0	0.0005214369999999999	0.0006871280000000001	2.55e-05	1.57e-05	0.052226196	0.011536897	0.002316715	0.002504839	2.24e-05	0.000162474	2.94e-05	0.0	0.00023458	0.0	7.77e-05	0.0	0.02238678	0.0	0.000189807	0.000202113	0.0
Pseudoramibacter/Eubacterium	0.0	0.0	0.0	0.0	0.0	0.005828718	0.0	4.66e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.56e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.12e-05	0.0	6.52e-06	0.0	0.0	0.0	0.0	0.0	0.0	4.8e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.00017078400000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.85e-06	0.0
Other genus (family Lachnospiraceae)	0.000108301	0.0	0.0	0.0	0.0	1.3699999999999998e-05	0.0	0.000414354	6.13e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.56e-06	0.0	0.0	0.0	0.0	0.0	0.0	8.38e-06	4.5e-05	0.0	0.0	0.00017345200000000002	3.4899999999999995e-05	0.0	0.0	0.0	0.0	0.000198759	0.000116335	0.003776659	0.0	0.0	3.67e-05	7.390000000000001e-05	0.0	0.0	0.0	0.0	1.86e-05	0.0	0.0	0.00017078400000000002	0.0	0.0	0.000642655	7.81e-06	0.0	0.0	0.0	0.0	1.14e-05	9.32e-05	2.37e-05	0.0	0.0
Unknown genus (family Lachnospiraceae)	0.000162452	0.0	0.0	0.0	0.0	2.46e-05	0.0	0.003485755	0.00070449	0.0	0.0	0.0	0.0	8.39e-06	0.0	2.81e-05	0.0	0.0	8.77e-05	0.0	0.001082652	0.0	0.001038179	7.72e-06	0.0	0.0	0.000403315	2.09e-05	0.000254941	1.89e-05	5.76e-05	0.00032955800000000003	0.0	7.33e-06	8.35e-06	0.0	0.0	0.00157704	0.000271448	0.024215047000000003	0.0	2.75e-05	0.000183288	0.000544889	0.001763281	0.000458085	0.0	0.0	8.540000000000003e-05	4.42e-05	0.0	0.000483889	0.0	2.5e-05	0.004748776	0.0	0.000311552	0.0	5.18e-06	0.0	2.67e-05	0.000493735	0.0	0.0	6.66e-06
Blautia	0.00086641	0.0	6.04e-06	0.0	0.0	0.0	0.0	0.002657047	0.001140967	0.0	0.0	0.0	0.0	0.0	0.0	0.000196884	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.72e-06	1.3e-05	0.0	0.000843294	1.26e-05	0.000232447	3.14e-06	0.0	0.000225487	1.94e-05	0.0	0.0	3.74e-06	0.0	0.000654928	0.000142187	0.032064573	0.0	0.0	0.000135633	0.000138531	0.0	0.000137426	0.0	7.840000000000001e-05	0.0	5.89e-06	0.0	0.000284641	0.0	3.12e-05	0.001962304	0.0	0.0	0.0	1.04e-05	0.0	0.0	0.000142842	2.37e-05	0.0	0.0
Coprococcus	0.001028862	0.0	0.0	0.0	0.0	2.74e-06	0.0	0.000100999	0.00015315	0.0	0.0	5.63e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.43e-06	0.0	1.8e-05	0.0	0.0	0.00034831699999999995	2.09e-05	0.000164962	0.0	2.88e-05	6.94e-05	0.0	0.0	0.0	0.0	0.0	0.000961213	6.459999999999997e-05	0.02014218	0.0	0.0	4.4e-05	7.390000000000001e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000113856	0.0	0.0	0.0023842	0.0	0.0	0.0	0.0	0.0	0.0	8.379999999999999e-05	0.0	0.0	0.0
